,fitness_experience_fair,fitness_education_fair,fitness_skills_fair,score_fair,fitness_experience,fitness_education,fitness_skills,score,Unnamed: 0,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c,id_j,education_reqs_j,experience_reqs_role_j,experience_reqs_duration_j,skills_j,gender_j,agg_perceived_foreign_j,ranking,shortlisted,gender_c_agg_perceived_foreign_c,relevant_exp_role_c,role_duration_months_c,degree_list_c,fitness_gender,fitness_foreign,gender_c_agg_perceived_foreign_c_coded
10,-0.5280699208807543,-0.39276537648935117,-0.990891684881315,-1.755972980984177,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.854961693786468,15,290,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Atlas Business Services Center', 'start_date': 'July 2019', 'end_date': 'August 2019', 'role': 'Logistics Operator', 'duration': '1 months', 'duration_months': 1}]","['Microsoft Word', 'Web Design', 'Adobe Premiere Pro', 'Problem Solving', 'Management', 'Communications', 'Adobe Indesign', 'Adobe Illustrator', 'Spanish', 'Legal Research', 'Digital Literacy', 'Project Management Software', 'Gmail', 'Filing', 'Machine Learning', 'Microsoft Outlook', 'Maple (Software)', 'Adobe Photoshop', 'Adobe Creative Suite', 'Microsoft Office', 'Artificial Intelligence', 'Registration', 'Microsoft Powerpoint']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,72,0,ManNo,[],0,['Degree In Law'],1,1,1
11,-0.5717021117461394,-0.39797798679206514,-0.9630089106018436,-1.3184232047842517,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.6285452034409946,16,297,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Prosegur', 'start_date': 'July 2019', 'end_date': 'September 2019', 'role': 'Access Controller', 'duration': '2 months', 'duration_months': 2}]","['Communications', 'Microsoft Word', 'Spanish', 'Reconciliation', 'Machine Learning', 'Spanisih', 'Problem Solving']",Woman,Yes,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,65,0,WomanYes,[],0,['Degree In Law'],0,0,4
12,-0.5264205163338139,-0.396441858573787,-0.9921046855928392,-1.7749171908220573,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.854961693786468,18,303,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Hotel Valjunco', 'start_date': 'June 2023', 'end_date': 'July 2023', 'role': 'Waitress', 'duration': '1 months', 'duration_months': 1}]","['Microsoft Excel', 'Microsoft Office']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,72,0,WomanNo,[],0,['Degree In Law'],0,1,3
13,-0.5324569683719244,-0.3615128874370956,-0.821031254611346,-0.27181386503200383,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-0.05690111556648414,86,694,"[{'institution': 'Philipps University Of Marburg', 'start_date': 'January 2022', 'end_date': 'October 2023', 'degree': 'Master in Business Management'}, {'institution': 'Facex University Center', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'An Restaurant Management Group', 'start_date': 'October 1997', 'end_date': 'February 2007', 'role': 'Hr Technician', 'duration': '9 years, 4 months', 'duration_months': 112}]","['Teamwork', 'Leadership']",Woman,Yes,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,47,0,WomanYes,[],0,"['Master in Business Management', 'Law Bachelor']",0,0,4
14,-0.3439214439327003,-0.18670382776227268,-0.48417102792769284,-0.09482107505198176,-0.35138802111624295,-0.24531460894605517,-0.35274191867119203,0.23145256934393035,113,718,"[{'institution': 'Facex University Center', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Towa International', 'start_date': 'June 2014', 'end_date': 'December 2023', 'role': 'Global Sourcing Trainee Procurement', 'duration': '9 years, 6 months', 'duration_months': 114}]","['Team Management', 'Indicators', 'Active Listening', 'English']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,18,0,ManNo,[],0,['Law Bachelor'],1,1,1
15,-0.36079351122881104,-0.22224188188301094,-0.505654205336006,-0.12115519192996639,-0.35138802111624295,-0.24531460894605517,-0.35274191867119203,0.11167488484268122,119,729,"[{'institution': 'Eae Business School', 'start_date': 'January 2023', 'end_date': 'December 2023', 'degree': 'Master En Supply Chain Management  Logistics'}, {'institution': 'Facex University Center', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Delphi', 'start_date': 'January 2009', 'end_date': 'March 2018', 'role': 'Automotive Operator', 'duration': '9 years, 2 months', 'duration_months': 110}]","['Procurement', 'Sap Crm', 'Teamwork', 'Supply Chain', 'Business Intelligence', 'English', 'Workforce Management', 'Global Sourcing', 'Project Cargo', 'Team Management', 'Operational Planning', 'International Trade', 'Sourcing', 'Customer Service', 'Management', 'Service Quality', 'Problem Solving', 'Communications', 'Spanish', 'Zendesk', 'Sales', 'Analytics', 'Customer Experience', 'Customer Support', 'Power Bi', 'Planning', 'Forecasting', 'Indicators', 'Customer Support Analyst', 'Microsoft Office', 'International Business', 'Agile Software Development', 'Leadership', 'Capacity Planning', 'User Experience', 'Agile Methodology', 'Operations', 'Dimensioning', 'Registration', 'Onboarding', 'Tariff']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,25,0,WomanNo,[],0,"['Master En Supply Chain Management  Logistics', 'Law Bachelor']",0,1,3
16,-0.347050423801267,-0.18772674528851827,-0.48602209906789823,-0.10169017926894579,-0.35138802111624295,-0.24531460894605517,-0.35274191867119203,0.2092081422222695,163,783,"[{'institution': 'Philipps University Of Marburg', 'start_date': 'January 2022', 'end_date': 'October 2023', 'degree': 'Master in Business Management'}, {'institution': 'Facex University Center', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Team Group Inc', 'start_date': 'April 2002', 'end_date': 'March 2012', 'role': 'Emea Sales and Marketing Specialist', 'duration': '9 years, 11 months', 'duration_months': 119}]","['Social Security', 'Teamwork', 'Time Management', 'Microsoft Office', 'Problem Solving', 'English', 'Planning', 'Market Research', 'Resilience', 'German', 'Industrial Engineering', 'Petty Cash', 'Leadership', 'Team Leadership', 'Tenacity', 'Logistics Management', 'Management', 'Proactivity']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,19,0,ManNo,[],0,"['Master in Business Management', 'Law Bachelor']",1,1,1
17,-0.40801762596878965,-0.20699635374267938,-0.5265717956008186,-0.23921124447518446,-0.35138802111624295,-0.24531460894605517,-0.35274191867119203,-0.2134359730892808,272,915,"[{'institution': 'Ceste International Business School', 'start_date': 'January 2022', 'end_date': 'October 2023', 'degree': 'Master in Business Management'}, {'institution': 'Complutense University of Madrid', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Telepizza Smiguel Servet 33', 'start_date': 'December 2008', 'end_date': 'January 2018', 'role': 'Store Assistant', 'duration': '9 years, 1 months', 'duration_months': 109}]","['Sap Crm', 'Teamwork', 'Time Management', 'English', 'Instrumentation', 'Petty Cash', 'Resilience', 'Industrial Engineering', 'Treasury', 'Problem Solving', 'Management', 'Sales Records', 'Research', 'Installation', 'Planning', 'Proactivity', 'Social Security', 'Microsoft Office', 'German', 'Leadership', 'Team Leadership']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,51,0,ManNo,[],0,"['Master in Business Management', 'Law Bachelor']",1,1,1
18,-0.5574067825296601,-0.37492472532276083,-0.8561842612369545,-0.24279649430016761,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-0.04092817092130073,300,992,"[{'institution': 'Facex University Center', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Team Group Inc', 'start_date': 'April 2002', 'end_date': 'March 2012', 'role': 'Emea Sales and Marketing Specialist', 'duration': '9 years, 11 months', 'duration_months': 119}]","['Customer Experience', 'Teamwork', 'Communications', 'Microsoft Office', 'Problem Solving', 'Forecasting', 'Customer Service', 'Twilio', 'Capacity Planning', 'Agile Methodology', 'Active Listening', 'Operations', 'User Experience', 'Dimensioning', 'Operational Planning', 'Onboarding', 'Management']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,44,0,WomanNo,[],0,['Law Bachelor'],0,1,3
19,-0.4465328422570159,-0.2855695357076798,-0.7603430744990983,0.11022960180040071,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,1.1953777446158862,339,1073,"[{'institution': 'Facex University Center', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Mega Arquitectos Asociados', 'start_date': 'March 1996', 'end_date': 'July 2005', 'role': 'Technical Administrative Assistant', 'duration': '9 years, 4 months', 'duration_months': 112}]","['Teamwork', 'Customer Support Analyst', 'Business Intelligence', 'Microsoft Office', 'Planning', 'Agile Software Development', 'Leadership', 'Twilio', 'Indicators', 'Agile Methodology', 'Team Management', 'Dimensioning', 'Data Analysis', 'Customer Service', 'Management', 'Customer Support']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,2,1,ManNo,[],0,['Law Bachelor'],1,1,1
20,-0.5508560629745757,-0.37030913004036453,-0.850450297940298,-0.2149795143086249,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,0.03228734976627203,346,1087,"[{'institution': 'Philipps University Of Marburg', 'start_date': 'January 2022', 'end_date': 'October 2023', 'degree': 'Master in Business Management'}, {'institution': 'Facex University Center', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Habitat Litoral SL', 'start_date': 'March 2004', 'end_date': 'May 2011', 'role': 'Technical Administrative Assistant', 'duration': '7 years, 2 months', 'duration_months': 86}]","['Planning', 'Problem Solving']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,37,0,WomanNo,[],0,"['Master in Business Management', 'Law Bachelor']",0,1,3
21,-0.4489779399388344,-0.15298405027743317,-0.5751637734329331,-1.2288244965940285,-0.35138802111624295,-0.24531460894605517,0.5139355550966037,-2.6712033827814468,426,1196,"[{'institution': 'Philipps University Of Marburg', 'start_date': 'January 2022', 'end_date': 'October 2023', 'degree': 'Master in Business Management'}, {'institution': 'Facex University Center', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Atlantica Seguros Dominican Republic', 'start_date': 'January 2017', 'end_date': 'December 2022', 'role': 'Service Agent', 'duration': '5 years, 11 months', 'duration_months': 71}]","['Teamwork', 'Time Management', 'English', 'Resilience', 'Instrumentation', 'Petty Cash', 'Industrial Engineering', 'Accounting', 'Logistics Management', 'Management', 'Problem Solving', 'Lean Manufacturing', 'Sales', 'Automation', 'Filing', 'Installation', 'Construction', 'Planning', 'Conflict Resolution', 'Customer Relationship Management', 'Proactivity', 'Leadership Analysis', 'Microsoft Office', 'German', 'Leadership', 'Team Leadership', 'Tenacity']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,67,0,ManNo,[],0,"['Master in Business Management', 'Law Bachelor']",1,1,1
22,-0.36540802908254816,-0.21545642666152967,-0.4921143237142339,-0.10495610436827355,-0.35138802111624295,-0.24531460894605517,-0.35274191867119203,0.12023043373562739,476,1268,"[{'institution': 'Eae Business School', 'start_date': 'January 2023', 'end_date': 'December 2023', 'degree': 'Master En Supply Chain Management  Logistics'}, {'institution': 'Complutense University of Madrid', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Telepizza Smiguel Servet 33', 'start_date': 'December 2008', 'end_date': 'January 2018', 'role': 'Store Assistant', 'duration': '9 years, 1 months', 'duration_months': 109}]","['Customer Experience', 'English', 'Planning', 'Customer Service', 'Management']",Man,Yes,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,24,0,ManYes,[],0,"['Master En Supply Chain Management  Logistics', 'Law Bachelor']",1,0,2
23,-0.34643912682792527,-0.22607883490359176,-0.5235980026506964,-0.10919959721144619,-0.35138802111624295,-0.24531460894605517,-0.35274191867119203,0.35008951399278626,489,1311,"[{'institution': 'University Carlos Iii Of Madrid', 'start_date': 'September 2023', 'end_date': 'Current', 'degree': 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies'}, {'institution': 'King Juan Carlos University', 'start_date': 'January 2019', 'end_date': 'December 2021', 'degree': 'Degree In Electronic Engineering Industrial And Automatic Unfinished'}]","[{'institution': 'Boostturku', 'start_date': 'December 2021', 'end_date': 'February 2023', 'role': 'Legal And Public Relations Officer', 'duration': '1 year, 2 months', 'duration_months': 14}]","['C', 'Microsoft Office', 'English', 'Public Speaking', 'Spanish', 'Incident Management', 'C++', 'French']",Woman,Yes,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,12,0,WomanYes,[],0,"['Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies', 'Degree In Electronic Engineering Industrial And Automatic Unfinished']",0,0,4
24,-0.529287476957121,-0.3450909476186162,-0.8309905184585664,-0.16235268947647366,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,0.23939700760166585,490,1334,"[{'institution': 'King Juan Carlos University', 'start_date': 'September 2023', 'end_date': 'Current', 'degree': 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies'}, {'institution': 'Autonomous University Of Barcelona', 'start_date': 'January 2018', 'end_date': 'December 2022', 'degree': 'Bachelors Degree In Translation And Interpreting'}]","[{'institution': 'Grupiref', 'start_date': 'October 2021', 'end_date': 'January 2022', 'role': 'Translator', 'duration': '3 months', 'duration_months': 3}]",['Management'],Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,17,0,ManNo,[],0,"['Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies', 'Bachelors Degree In Translation And Interpreting']",1,1,1
